Date,Time,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2025-04-30,10:30,610,40.2,41.8,78.02,0.92,62.42,0.77,48.0,0.67
2025-04-30,11:00,779,40.2,42.2,77.89,1.17,62.31,0.98,61.0,0.67
2025-04-30,11:30,856,40.2,42.4,77.83,1.29,62.26,1.08,67.0,0.67
2025-04-30,12:00,959,40.2,42.6,77.75,1.44,62.2,1.21,75.0,0.67
2025-04-30,12:30,1045,40.2,42.8,77.68,1.57,62.14,1.31,82.0,0.67
2025-04-30,13:00,1037,40.2,42.8,77.68,1.56,62.15,1.31,81.0,0.67
2025-04-30,13:30,1094,40.2,43.0,77.64,1.64,62.11,1.38,86.0,0.67
2025-04-30,14:00,1046,40.2,42.8,77.68,1.57,62.14,1.32,82.0,0.67
2025-04-30,14:30,1030,40.2,42.8,77.69,1.55,62.15,1.3,81.0,0.67
2025-04-30,15:00,977,40.2,42.7,77.73,1.47,62.19,1.23,76.0,0.67
2025-04-30,15:30,877,40.2,42.4,77.81,1.32,62.25,1.1,69.0,0.67
2025-04-30,16:00,747,40.2,42.1,77.91,1.12,62.33,0.94,59.0,0.67
2025-04-30,16:30,655,40.2,41.9,77.99,0.98,62.39,0.82,51.0,0.67
2025-04-30,17:00,499,40.2,41.5,78.11,0.75,62.49,0.63,39.0,0.67
2025-04-30,17:30,364,40.2,41.1,78.22,0.55,62.57,0.46,29.0,0.67
2025-04-30,18:00,250,40.2,40.9,78.31,0.37,62.65,0.31,20.0,0.67
2025-04-30,18:30,250,40.2,40.9,78.31,0.37,62.65,0.31,20.0,0.67
2025-05-01,08:30,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-05-01,09:00,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-05-01,09:30,356,34.2,35.1,80.13,0.53,64.1,0.45,29.0,0.67
2025-05-01,10:00,453,34.2,35.3,80.05,0.68,64.04,0.57,36.0,0.67
2025-05-01,10:30,614,34.2,35.7,79.93,0.92,63.94,0.77,49.0,0.67
2025-05-01,11:00,758,34.2,36.1,79.81,1.13,63.85,0.95,61.0,0.67
2025-05-01,11:30,834,34.2,36.3,79.75,1.25,63.8,1.04,67.0,0.67
2025-05-01,12:00,984,34.2,36.7,79.63,1.47,63.71,1.23,78.0,0.67
2025-05-01,12:30,975,34.2,36.7,79.64,1.46,63.71,1.22,78.0,0.67
2025-05-01,13:00,1054,34.2,36.8,79.58,1.57,63.66,1.32,84.0,0.67
2025-05-01,13:30,1027,34.2,36.8,79.6,1.53,63.68,1.28,82.0,0.67
2025-05-01,14:00,1055,34.2,36.8,79.58,1.58,63.66,1.32,84.0,0.67
2025-05-01,14:30,996,34.2,36.7,79.62,1.49,63.7,1.25,79.0,0.67
2025-05-01,15:00,919,34.2,36.5,79.68,1.37,63.75,1.15,73.0,0.67
2025-05-01,15:30,892,34.2,36.4,79.71,1.33,63.76,1.12,71.0,0.67
2025-05-01,16:00,735,34.2,36.0,79.83,1.1,63.86,0.92,59.0,0.67
2025-05-01,16:30,588,34.2,35.7,79.95,0.88,63.96,0.73,47.0,0.67
2025-05-01,17:00,514,34.2,35.5,80.0,0.77,64.0,0.64,41.0,0.67
2025-05-01,17:30,324,34.2,35.0,80.15,0.48,64.12,0.4,26.0,0.67
2025-05-01,18:00,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-05-01,18:30,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-05-02,08:30,250,39.0,39.6,78.7,0.37,62.96,0.31,20.0,0.67
2025-05-02,09:00,250,39.0,39.6,78.7,0.37,62.96,0.31,20.0,0.67
2025-05-02,09:30,379,39.0,39.9,78.59,0.57,62.88,0.48,30.0,0.67
2025-05-02,10:00,496,39.0,40.2,78.5,0.74,62.8,0.62,39.0,0.67
2025-05-02,10:30,690,39.0,40.7,78.35,1.03,62.68,0.87,54.0,0.67
2025-05-02,11:00,788,39.0,41.0,78.27,1.18,62.62,0.99,62.0,0.67
2025-05-02,11:30,862,39.0,41.2,78.21,1.29,62.57,1.08,68.0,0.67
2025-05-02,12:00,992,39.0,41.5,78.11,1.49,62.49,1.25,78.0,0.67
2025-05-02,12:30,1065,39.0,41.7,78.05,1.6,62.44,1.34,84.0,0.67
2025-05-02,13:00,1109,39.0,41.8,78.02,1.67,62.41,1.39,87.0,0.67
2025-05-02,13:30,1142,39.0,41.9,77.99,1.71,62.39,1.44,90.0,0.67
2025-05-02,14:00,1132,39.0,41.8,78.0,1.7,62.4,1.42,89.0,0.67
2025-05-02,14:30,1049,39.0,41.6,78.06,1.57,62.45,1.32,82.0,0.67
2025-05-02,15:00,962,39.0,41.4,78.13,1.44,62.51,1.21,76.0,0.67
2025-05-02,15:30,876,39.0,41.2,78.2,1.31,62.56,1.1,69.0,0.67
2025-05-02,16:00,750,39.0,40.9,78.3,1.13,62.64,0.94,59.0,0.67
2025-05-02,16:30,667,39.0,40.7,78.37,1.0,62.69,0.84,53.0,0.67
2025-05-02,17:00,523,39.0,40.3,78.48,0.79,62.78,0.66,41.0,0.67
2025-05-02,17:30,340,39.0,39.9,78.63,0.51,62.9,0.43,27.0,0.67
2025-05-02,18:00,250,39.0,39.6,78.7,0.37,62.96,0.31,20.0,0.67
2025-05-02,18:30,250,39.0,39.6,78.7,0.37,62.96,0.31,20.0,0.67
2025-05-03,08:30,250,41.3,41.9,77.98,0.38,62.39,0.31,20.0,0.67
2025-05-03,09:00,250,41.3,41.9,77.98,0.38,62.39,0.31,20.0,0.67
2025-05-03,09:30,350,41.3,42.1,77.9,0.53,62.32,0.44,27.0,0.67
2025-05-03,10:00,477,41.3,42.5,77.8,0.72,62.24,0.6,37.0,0.67
2025-05-03,10:30,642,41.3,42.9,77.67,0.97,62.14,0.81,50.0,0.67
2025-05-03,11:00,806,41.3,43.3,77.54,1.21,62.03,1.02,63.0,0.67
2025-05-03,11:30,862,41.3,43.4,77.5,1.3,62.0,1.09,67.0,0.67
2025-05-03,12:00,985,41.3,43.7,77.4,1.48,61.92,1.24,77.0,0.67
2025-05-03,12:30,1065,41.3,43.9,77.34,1.6,61.87,1.34,83.0,0.67
2025-05-03,13:00,1097,41.3,44.0,77.31,1.65,61.85,1.38,85.0,0.67
2025-05-03,13:30,1123,41.3,44.1,77.29,1.69,61.83,1.42,88.0,0.67
2025-05-03,14:00,1049,41.3,43.9,77.35,1.58,61.88,1.32,82.0,0.67
2025-05-03,14:30,1061,41.3,43.9,77.34,1.6,61.87,1.34,83.0,0.67
2025-05-03,15:00,972,41.3,43.7,77.41,1.46,61.93,1.22,76.0,0.67
2025-05-03,15:30,853,41.3,43.4,77.5,1.28,62.0,1.07,67.0,0.67
2025-05-03,16:00,783,41.3,43.2,77.56,1.18,62.05,0.99,61.0,0.67
2025-05-03,16:30,640,41.3,42.9,77.67,0.96,62.14,0.81,50.0,0.67
2025-05-03,17:00,524,41.3,42.6,77.76,0.79,62.21,0.66,41.0,0.67
2025-05-03,17:30,347,41.3,42.1,77.9,0.52,62.32,0.44,27.0,0.67
2025-05-03,18:00,250,41.3,41.9,77.98,0.38,62.39,0.31,20.0,0.67
2025-05-03,18:30,250,41.3,41.9,77.98,0.38,62.39,0.31,20.0,0.67
2025-05-04,08:30,250,39.8,40.4,78.45,0.37,62.76,0.31,20.0,0.67
2025-05-04,09:00,250,39.8,40.4,78.45,0.37,62.76,0.31,20.0,0.67
2025-05-04,09:30,335,39.8,40.6,78.39,0.5,62.71,0.42,26.0,0.67
2025-05-04,10:00,497,39.8,41.0,78.26,0.75,62.61,0.63,39.0,0.67
2025-05-04,10:30,637,39.8,41.4,78.15,0.96,62.52,0.8,50.0,0.67
2025-05-04,11:00,817,39.8,41.8,78.0,1.23,62.4,1.03,64.0,0.67
2025-05-04,11:30,957,39.8,42.2,77.89,1.44,62.31,1.2,75.0,0.67
2025-05-04,12:00,999,39.8,42.3,77.86,1.5,62.29,1.26,78.0,0.67
2025-05-04,12:30,1067,39.8,42.4,77.81,1.6,62.24,1.34,84.0,0.67
2025-05-04,13:00,1164,39.8,42.7,77.73,1.75,62.18,1.47,91.0,0.67
2025-05-04,13:30,1136,39.8,42.6,77.75,1.71,62.2,1.43,89.0,0.67
2025-05-04,14:00,1109,39.8,42.5,77.77,1.67,62.22,1.4,87.0,0.67
2025-05-04,14:30,1098,39.8,42.5,77.78,1.65,62.23,1.38,86.0,0.67
2025-05-04,15:00,988,39.8,42.2,77.87,1.48,62.3,1.24,77.0,0.67
2025-05-04,15:30,927,39.8,42.1,77.92,1.39,62.33,1.17,73.0,0.67
2025-05-04,16:00,820,39.8,41.8,78.0,1.23,62.4,1.03,64.0,0.67
2025-05-04,16:30,675,39.8,41.5,78.12,1.01,62.49,0.85,53.0,0.67
2025-05-04,17:00,492,39.8,41.0,78.26,0.74,62.61,0.62,39.0,0.67
2025-05-04,17:30,391,39.8,40.8,78.34,0.59,62.67,0.49,31.0,0.67
2025-05-04,18:00,250,39.8,40.4,78.45,0.37,62.76,0.31,20.0,0.67
2025-05-04,18:30,250,39.8,40.4,78.45,0.37,62.76,0.31,20.0,0.67
2025-05-05,08:30,250,32.6,33.3,80.71,0.37,64.57,0.31,20.0,0.67
2025-05-05,09:00,250,32.6,33.3,80.71,0.37,64.57,0.31,20.0,0.67
2025-05-05,09:30,350,32.6,33.5,80.63,0.52,64.5,0.44,28.0,0.67
2025-05-05,10:00,485,32.6,33.9,80.52,0.72,64.42,0.61,39.0,0.67
2025-05-05,10:30,638,32.6,34.2,80.4,0.95,64.32,0.8,51.0,0.67
2025-05-05,11:00,758,32.6,34.5,80.31,1.13,64.25,0.95,61.0,0.67
2025-05-05,11:30,847,32.6,34.8,80.24,1.26,64.19,1.06,68.0,0.67
2025-05-05,12:00,904,32.6,34.9,80.19,1.35,64.15,1.13,72.0,0.67
2025-05-05,12:30,1040,32.6,35.2,80.09,1.55,64.07,1.3,83.0,0.67
2025-05-05,13:00,1023,32.6,35.2,80.1,1.53,64.08,1.28,82.0,0.67
2025-05-05,13:30,1035,32.6,35.2,80.09,1.54,64.07,1.29,83.0,0.67
2025-05-05,14:00,1083,32.6,35.3,80.05,1.62,64.04,1.35,87.0,0.67
2025-05-05,14:30,1031,32.6,35.2,80.09,1.54,64.07,1.29,83.0,0.67
2025-05-05,15:00,922,32.6,34.9,80.18,1.37,64.14,1.15,74.0,0.67
2025-05-05,15:30,828,32.6,34.7,80.25,1.23,64.2,1.03,66.0,0.67
2025-05-05,16:00,724,32.6,34.5,80.33,1.08,64.27,0.9,58.0,0.67
2025-05-05,16:30,625,32.6,34.2,80.41,0.93,64.33,0.78,50.0,0.67
2025-05-05,17:00,452,32.6,33.8,80.55,0.67,64.44,0.56,36.0,0.67
2025-05-05,17:30,314,32.6,33.4,80.66,0.47,64.53,0.39,25.0,0.67
2025-05-05,18:00,250,32.6,33.3,80.71,0.37,64.57,0.31,20.0,0.67
2025-05-05,18:30,250,32.6,33.3,80.71,0.37,64.57,0.31,20.0,0.67
2025-05-06,08:30,250,32.2,32.8,80.86,0.37,64.68,0.31,20.0,0.67
2025-05-06,09:00,250,32.2,32.8,80.86,0.37,64.68,0.31,20.0,0.67
2025-05-06,09:30,379,32.2,33.1,80.75,0.57,64.6,0.47,31.0,0.67
2025-05-06,10:00,546,32.2,33.5,80.62,0.81,64.5,0.68,44.0,0.67
2025-05-06,10:30,684,32.2,33.9,80.51,1.02,64.41,0.85,55.0,0.67
2025-05-06,11:00,787,32.2,34.2,80.43,1.17,64.34,0.98,63.0,0.67
2025-05-06,11:30,934,32.2,34.5,80.31,1.39,64.25,1.17,75.0,0.67
2025-05-06,12:00,1017,32.2,34.7,80.25,1.52,64.2,1.27,82.0,0.67
2025-05-06,12:30,1101,32.2,34.9,80.18,1.64,64.14,1.38,88.0,0.67
2025-05-06,13:00,1101,32.2,34.9,80.18,1.64,64.15,1.38,88.0,0.67
2025-05-06,13:30,1115,32.2,35.0,80.17,1.66,64.14,1.39,89.0,0.67
2025-05-06,14:00,1102,32.2,34.9,80.18,1.64,64.14,1.38,88.0,0.67
2025-05-06,14:30,1044,32.2,34.8,80.23,1.56,64.18,1.3,84.0,0.67
2025-05-06,15:00,986,32.2,34.6,80.27,1.47,64.22,1.23,79.0,0.67
2025-05-06,15:30,917,32.2,34.5,80.33,1.37,64.26,1.15,74.0,0.67
2025-05-06,16:00,801,32.2,34.2,80.42,1.19,64.33,1.0,64.0,0.67
2025-05-06,16:30,645,32.2,33.8,80.54,0.96,64.43,0.81,52.0,0.67
2025-05-06,17:00,554,32.2,33.6,80.61,0.83,64.49,0.69,45.0,0.67
2025-05-06,17:30,361,32.2,33.1,80.77,0.54,64.61,0.45,29.0,0.67
2025-05-06,18:00,250,32.2,32.8,80.86,0.37,64.68,0.31,20.0,0.67
2025-05-06,18:30,250,32.2,32.8,80.86,0.37,64.68,0.31,20.0,0.67
2025-05-07,08:30,250,35.5,36.1,79.82,0.37,63.85,0.31,20.0,0.67
2025-05-07,09:00,250,35.5,36.1,79.82,0.37,63.85,0.31,20.0,0.67
2025-05-07,09:30,374,35.5,36.4,79.72,0.56,63.78,0.47,30.0,0.67
2025-05-07,10:00,499,35.5,36.7,79.62,0.75,63.7,0.63,40.0,0.67
2025-05-07,10:30,687,35.5,37.2,79.47,1.03,63.58,0.86,55.0,0.67
2025-05-07,11:00,768,35.5,37.4,79.41,1.15,63.53,0.96,61.0,0.67
2025-05-07,11:30,893,35.5,37.7,79.31,1.34,63.45,1.12,71.0,0.67
2025-05-07,12:00,1037,35.5,38.1,79.2,1.55,63.36,1.3,82.0,0.67
2025-05-07,12:30,1081,35.5,38.2,79.16,1.62,63.33,1.35,86.0,0.67
2025-05-07,13:00,1099,35.5,38.2,79.15,1.64,63.32,1.38,87.0,0.67
2025-05-07,13:30,1140,35.5,38.3,79.11,1.71,63.29,1.43,90.0,0.67
2025-05-07,14:00,1122,35.5,38.3,79.13,1.68,63.3,1.41,89.0,0.67
2025-05-07,14:30,1099,35.5,38.2,79.15,1.64,63.32,1.38,87.0,0.67
2025-05-07,15:00,986,35.5,37.9,79.24,1.47,63.39,1.23,78.0,0.67
2025-05-07,15:30,917,35.5,37.8,79.29,1.37,63.43,1.15,73.0,0.67
2025-05-07,16:00,831,35.5,37.5,79.36,1.24,63.49,1.04,66.0,0.67
2025-05-07,16:30,637,35.5,37.1,79.51,0.95,63.61,0.8,51.0,0.67
2025-05-07,17:00,506,35.5,36.7,79.62,0.76,63.69,0.63,40.0,0.67
2025-05-07,17:30,370,35.5,36.4,79.72,0.55,63.78,0.46,30.0,0.67
2025-05-07,18:00,250,35.5,36.1,79.82,0.37,63.85,0.31,20.0,0.67
2025-05-07,18:30,250,35.5,36.1,79.82,0.37,63.85,0.31,20.0,0.67
2025-05-08,08:30,250,36.1,36.8,79.6,0.37,63.68,0.31,20.0,0.67
2025-05-08,09:00,250,36.1,36.8,79.6,0.37,63.68,0.31,20.0,0.67
2025-05-08,09:30,334,36.1,37.0,79.54,0.5,63.63,0.42,27.0,0.67
2025-05-08,10:00,534,36.1,37.5,79.38,0.8,63.5,0.67,42.0,0.67
2025-05-08,10:30,668,36.1,37.8,79.27,1.0,63.42,0.84,53.0,0.67
2025-05-08,11:00,803,36.1,38.1,79.16,1.2,63.33,1.01,64.0,0.67
2025-05-08,11:30,916,36.1,38.4,79.07,1.37,63.26,1.15,73.0,0.67
2025-05-08,12:00,1043,36.1,38.7,78.97,1.56,63.18,1.31,83.0,0.67
2025-05-08,12:30,1072,36.1,38.8,78.95,1.6,63.16,1.34,85.0,0.67
2025-05-08,13:00,1126,36.1,39.0,78.91,1.69,63.13,1.41,89.0,0.67
2025-05-08,13:30,1119,36.1,38.9,78.91,1.68,63.13,1.4,89.0,0.67
2025-05-08,14:00,1108,36.1,38.9,78.92,1.66,63.14,1.39,88.0,0.67
2025-05-08,14:30,1053,36.1,38.8,78.97,1.58,63.17,1.32,83.0,0.67
2025-05-08,15:00,975,36.1,38.6,79.03,1.46,63.22,1.22,77.0,0.67
2025-05-08,15:30,928,36.1,38.5,79.07,1.39,63.25,1.16,74.0,0.67
2025-05-08,16:00,827,36.1,38.2,79.15,1.24,63.32,1.04,66.0,0.67
2025-05-08,16:30,667,36.1,37.8,79.27,1.0,63.42,0.84,53.0,0.67
2025-05-08,17:00,539,36.1,37.5,79.37,0.81,63.5,0.68,43.0,0.67
2025-05-08,17:30,317,36.1,36.9,79.55,0.47,63.64,0.4,25.0,0.67
2025-05-08,18:00,250,36.1,36.8,79.6,0.37,63.68,0.31,20.0,0.67
2025-05-08,18:30,250,36.1,36.8,79.6,0.37,63.68,0.31,20.0,0.67
2025-05-09,08:30,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-09,09:00,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-09,09:30,307,37.1,37.9,79.24,0.46,63.4,0.39,24.0,0.67
2025-05-09,10:00,513,37.1,38.4,79.08,0.77,63.27,0.64,41.0,0.67
2025-05-09,10:30,602,37.1,38.6,79.01,0.9,63.21,0.76,48.0,0.67
2025-05-09,11:00,726,37.1,38.9,78.91,1.09,63.13,0.91,58.0,0.67
2025-05-09,11:30,893,37.1,39.4,78.78,1.34,63.02,1.12,71.0,0.67
2025-05-09,12:00,923,37.1,39.4,78.76,1.38,63.01,1.16,73.0,0.67
2025-05-09,12:30,1032,37.1,39.7,78.67,1.55,62.94,1.3,82.0,0.67
2025-05-09,13:00,1085,37.1,39.8,78.63,1.63,62.9,1.36,86.0,0.67
2025-05-09,13:30,1079,37.1,39.8,78.63,1.62,62.91,1.35,85.0,0.67
2025-05-09,14:00,1046,37.1,39.7,78.66,1.57,62.93,1.31,83.0,0.67
2025-05-09,14:30,1041,37.1,39.7,78.66,1.56,62.93,1.31,82.0,0.67
2025-05-09,15:00,975,37.1,39.6,78.72,1.46,62.97,1.22,77.0,0.67
2025-05-09,15:30,879,37.1,39.3,78.79,1.32,63.03,1.1,70.0,0.67
2025-05-09,16:00,732,37.1,39.0,78.91,1.1,63.13,0.92,58.0,0.67
2025-05-09,16:30,597,37.1,38.6,79.01,0.89,63.21,0.75,47.0,0.67
2025-05-09,17:00,521,37.1,38.4,79.07,0.78,63.26,0.65,41.0,0.67
2025-05-09,17:30,320,37.1,37.9,79.23,0.48,63.39,0.4,25.0,0.67
2025-05-09,18:00,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-09,18:30,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-10,08:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-10,09:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-10,09:30,351,33.5,34.4,80.36,0.52,64.28,0.44,28.0,0.67
2025-05-10,10:00,518,33.5,34.8,80.22,0.77,64.18,0.65,42.0,0.67
2025-05-10,10:30,612,33.5,35.0,80.15,0.91,64.12,0.76,49.0,0.67
2025-05-10,11:00,767,33.5,35.4,80.03,1.15,64.02,0.96,61.0,0.67
2025-05-10,11:30,866,33.5,35.7,79.95,1.29,63.96,1.08,69.0,0.67
2025-05-10,12:00,971,33.5,35.9,79.86,1.45,63.89,1.21,78.0,0.67
2025-05-10,12:30,1010,33.5,36.0,79.83,1.51,63.87,1.26,81.0,0.67
2025-05-10,13:00,1086,33.5,36.2,79.77,1.62,63.82,1.36,87.0,0.67
2025-05-10,13:30,1054,33.5,36.1,79.8,1.57,63.84,1.32,84.0,0.67
2025-05-10,14:00,1054,33.5,36.1,79.8,1.57,63.84,1.32,84.0,0.67
2025-05-10,14:30,997,33.5,36.0,79.84,1.49,63.87,1.25,80.0,0.67
2025-05-10,15:00,920,33.5,35.8,79.91,1.37,63.92,1.15,74.0,0.67
2025-05-10,15:30,891,33.5,35.7,79.93,1.33,63.94,1.11,71.0,0.67
2025-05-10,16:00,787,33.5,35.5,80.01,1.17,64.01,0.98,63.0,0.67
2025-05-10,16:30,618,33.5,35.1,80.14,0.92,64.12,0.77,49.0,0.67
2025-05-10,17:00,513,33.5,34.8,80.23,0.77,64.18,0.64,41.0,0.67
2025-05-10,17:30,301,33.5,34.3,80.4,0.45,64.32,0.38,24.0,0.67
2025-05-10,18:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-10,18:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-11,08:30,250,34.4,35.1,80.14,0.37,64.11,0.31,20.0,0.67
2025-05-11,09:00,250,34.4,35.1,80.14,0.37,64.11,0.31,20.0,0.67
2025-05-11,09:30,384,34.4,35.4,80.03,0.57,64.03,0.48,31.0,0.67
2025-05-11,10:00,511,34.4,35.7,79.93,0.76,63.95,0.64,41.0,0.67
2025-05-11,10:30,618,34.4,36.0,79.85,0.92,63.88,0.77,49.0,0.67
2025-05-11,11:00,776,34.4,36.4,79.72,1.16,63.78,0.97,62.0,0.67
2025-05-11,11:30,943,34.4,36.8,79.59,1.41,63.67,1.18,75.0,0.67
2025-05-11,12:00,1026,34.4,37.0,79.53,1.53,63.62,1.28,82.0,0.67
2025-05-11,12:30,1055,34.4,37.1,79.5,1.58,63.6,1.32,84.0,0.67
2025-05-11,13:00,1142,34.4,37.3,79.43,1.71,63.55,1.43,91.0,0.67
2025-05-11,13:30,1151,34.4,37.3,79.43,1.72,63.54,1.44,92.0,0.67
2025-05-11,14:00,1137,34.4,37.3,79.44,1.7,63.55,1.42,90.0,0.67
2025-05-11,14:30,1082,34.4,37.1,79.48,1.62,63.58,1.35,86.0,0.67
2025-05-11,15:00,1037,34.4,37.0,79.52,1.55,63.61,1.3,83.0,0.67
2025-05-11,15:30,937,34.4,36.8,79.6,1.4,63.68,1.17,75.0,0.67
2025-05-11,16:00,828,34.4,36.5,79.68,1.24,63.75,1.04,66.0,0.67
2025-05-11,16:30,685,34.4,36.2,79.8,1.02,63.84,0.86,55.0,0.67
2025-05-11,17:00,478,34.4,35.6,79.96,0.71,63.97,0.6,38.0,0.67
2025-05-11,17:30,333,34.4,35.3,80.07,0.5,64.06,0.42,27.0,0.67
2025-05-11,18:00,250,34.4,35.1,80.14,0.37,64.11,0.31,20.0,0.67
2025-05-11,18:30,250,34.4,35.1,80.14,0.37,64.11,0.31,20.0,0.67
2025-05-12,08:30,250,32.8,33.4,80.65,0.37,64.52,0.31,20.0,0.67
2025-05-12,09:00,250,32.8,33.4,80.65,0.37,64.52,0.31,20.0,0.67
2025-05-12,09:30,338,32.8,33.7,80.58,0.5,64.47,0.42,27.0,0.67
2025-05-12,10:00,495,32.8,34.1,80.46,0.74,64.37,0.62,40.0,0.67
2025-05-12,10:30,641,32.8,34.4,80.34,0.96,64.27,0.8,51.0,0.67
2025-05-12,11:00,825,32.8,34.9,80.2,1.23,64.16,1.03,66.0,0.67
2025-05-12,11:30,880,32.8,35.0,80.15,1.31,64.12,1.1,70.0,0.67
2025-05-12,12:00,1016,32.8,35.4,80.05,1.52,64.04,1.27,81.0,0.67
2025-05-12,12:30,1033,32.8,35.4,80.03,1.54,64.03,1.29,83.0,0.67
2025-05-12,13:00,1084,32.8,35.5,79.99,1.62,63.99,1.35,87.0,0.67
2025-05-12,13:30,1107,32.8,35.6,79.97,1.65,63.98,1.38,89.0,0.67
2025-05-12,14:00,1081,32.8,35.5,79.99,1.61,64.0,1.35,86.0,0.67
2025-05-12,14:30,1046,32.8,35.4,80.02,1.56,64.02,1.31,84.0,0.67
2025-05-12,15:00,1036,32.8,35.4,80.03,1.55,64.02,1.29,83.0,0.67
2025-05-12,15:30,917,32.8,35.1,80.12,1.37,64.1,1.15,73.0,0.67
2025-05-12,16:00,783,32.8,34.8,80.23,1.17,64.18,0.98,63.0,0.67
2025-05-12,16:30,659,32.8,34.5,80.33,0.98,64.26,0.82,53.0,0.67
2025-05-12,17:00,498,32.8,34.1,80.46,0.74,64.36,0.62,40.0,0.67
2025-05-12,17:30,329,32.8,33.6,80.59,0.49,64.47,0.41,26.0,0.67
2025-05-12,18:00,250,32.8,33.4,80.65,0.37,64.52,0.31,20.0,0.67
2025-05-12,18:30,250,32.8,33.4,80.65,0.37,64.52,0.31,20.0,0.67
2025-05-13,08:30,250,38.6,39.2,78.82,0.37,63.05,0.31,20.0,0.67
2025-05-13,09:00,250,38.6,39.2,78.82,0.37,63.05,0.31,20.0,0.67
2025-05-13,09:30,318,38.6,39.4,78.76,0.48,63.01,0.4,25.0,0.67
2025-05-13,10:00,522,38.6,39.9,78.6,0.78,62.88,0.66,41.0,0.67
2025-05-13,10:30,690,38.6,40.3,78.47,1.03,62.78,0.87,54.0,0.67
2025-05-13,11:00,819,38.6,40.7,78.37,1.23,62.69,1.03,64.0,0.67
2025-05-13,11:30,940,38.6,41.0,78.27,1.41,62.62,1.18,74.0,0.67
2025-05-13,12:00,978,38.6,41.1,78.24,1.47,62.59,1.23,77.0,0.67
2025-05-13,12:30,1060,38.6,41.3,78.18,1.59,62.54,1.33,83.0,0.67
2025-05-13,13:00,1124,38.6,41.4,78.13,1.69,62.5,1.41,88.0,0.67
2025-05-13,13:30,1086,38.6,41.3,78.16,1.63,62.52,1.37,85.0,0.67
2025-05-13,14:00,1148,38.6,41.5,78.11,1.72,62.49,1.44,90.0,0.67
2025-05-13,14:30,1092,38.6,41.3,78.15,1.64,62.52,1.37,86.0,0.67
2025-05-13,15:00,1008,38.6,41.1,78.22,1.51,62.57,1.27,79.0,0.67
2025-05-13,15:30,917,38.6,40.9,78.29,1.38,62.63,1.15,72.0,0.67
2025-05-13,16:00,759,38.6,40.5,78.41,1.14,62.73,0.95,60.0,0.67
2025-05-13,16:30,681,38.6,40.3,78.48,1.02,62.78,0.86,54.0,0.67
2025-05-13,17:00,481,38.6,39.8,78.63,0.72,62.91,0.6,38.0,0.67
2025-05-13,17:30,375,38.6,39.6,78.72,0.56,62.97,0.47,30.0,0.67
2025-05-13,18:00,250,38.6,39.2,78.82,0.37,63.05,0.31,20.0,0.67
2025-05-13,18:30,250,38.6,39.2,78.82,0.37,63.05,0.31,20.0,0.67
2025-05-14,08:30,250,34.7,35.4,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-14,09:00,250,34.7,35.4,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-14,09:30,296,34.7,35.5,80.01,0.44,64.01,0.37,24.0,0.67
2025-05-14,10:00,502,34.7,36.0,79.85,0.75,63.88,0.63,40.0,0.67
2025-05-14,10:30,652,34.7,36.4,79.73,0.97,63.78,0.82,52.0,0.67
2025-05-14,11:00,731,34.7,36.6,79.67,1.09,63.73,0.91,58.0,0.67
2025-05-14,11:30,891,34.7,37.0,79.54,1.33,63.63,1.12,71.0,0.67
2025-05-14,12:00,973,34.7,37.2,79.48,1.45,63.58,1.22,77.0,0.67
2025-05-14,12:30,1021,34.7,37.3,79.44,1.53,63.55,1.28,81.0,0.67
2025-05-14,13:00,1066,34.7,37.4,79.4,1.59,63.52,1.33,85.0,0.67
2025-05-14,13:30,1032,34.7,37.3,79.43,1.54,63.54,1.29,82.0,0.67
2025-05-14,14:00,1043,34.7,37.3,79.42,1.56,63.54,1.31,83.0,0.67
2025-05-14,14:30,1016,34.7,37.3,79.44,1.52,63.55,1.27,81.0,0.67
2025-05-14,15:00,918,34.7,37.0,79.52,1.37,63.61,1.15,73.0,0.67
2025-05-14,15:30,832,34.7,36.8,79.59,1.24,63.67,1.04,66.0,0.67
2025-05-14,16:00,723,34.7,36.5,79.67,1.08,63.74,0.91,58.0,0.67
2025-05-14,16:30,602,34.7,36.2,79.77,0.9,63.81,0.75,48.0,0.67
